Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides 2	Peptides Scram	Peptides 4	Peptides 5	Peptides 6	Peptides 7	Peptides A1	Peptides A2	Peptides ALL	Peptides combine	Peptides N1	Peptides N2	Peptides none	Peptides O3	Razor + unique peptides 2	Razor + unique peptides Scram	Razor + unique peptides 4	Razor + unique peptides 5	Razor + unique peptides 6	Razor + unique peptides 7	Razor + unique peptides A1	Razor + unique peptides A2	Razor + unique peptides ALL	Razor + unique peptides combine	Razor + unique peptides N1	Razor + unique peptides N2	Razor + unique peptides none	Razor + unique peptides O3	Unique peptides 2	Unique peptides Scram	Unique peptides 4	Unique peptides 5	Unique peptides 6	Unique peptides 7	Unique peptides A1	Unique peptides A2	Unique peptides ALL	Unique peptides combine	Unique peptides N1	Unique peptides N2	Unique peptides none	Unique peptides O3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type 2	Identification type Scram	Identification type 4	Identification type 5	Identification type 6	Identification type 7	Identification type A1	Identification type A2	Identification type ALL	Identification type combine	Identification type N1	Identification type N2	Identification type none	Identification type O3	Sequence coverage 2 [%]	Sequence coverage Scram [%]	Sequence coverage 4 [%]	Sequence coverage 5 [%]	Sequence coverage 6 [%]	Sequence coverage 7 [%]	Sequence coverage A1 [%]	Sequence coverage A2 [%]	Sequence coverage ALL [%]	Sequence coverage combine [%]	Sequence coverage N1 [%]	Sequence coverage N2 [%]	Sequence coverage none [%]	Sequence coverage O3 [%]	Intensity	Intensity 2	Intensity Scram	Intensity 4	Intensity 5	Intensity 6	Intensity 7	Intensity A1	Intensity A2	Intensity ALL	Intensity combine	Intensity N1	Intensity N2	Intensity none	Intensity O3	LFQ intensity 2	LFQ intensity Scram	LFQ intensity 4	LFQ intensity 5	LFQ intensity 6	LFQ intensity 7	LFQ intensity A1	LFQ intensity A2	LFQ intensity ALL	LFQ intensity combine	LFQ intensity N1	LFQ intensity N2	LFQ intensity none	LFQ intensity O3	MS/MS count 2	MS/MS count Scram	MS/MS count 4	MS/MS count 5	MS/MS count 6	MS/MS count 7	MS/MS count A1	MS/MS count A2	MS/MS count ALL	MS/MS count combine	MS/MS count N1	MS/MS count N2	MS/MS count none	MS/MS count O3	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
CON__P02754	CON__P02754	6	6	6		1	6	6	6	0	0	0	1	0	0	0	3	0	0	6	4	0	2	0	0	0	1	0	0	0	3	0	0	6	4	0	2	0	0	0	1	0	0	0	3	0	0	6	4	0	2	56.8	56.8	56.8	18.281	162	162	0	63.82				By matching				By MS/MS			By MS/MS	By MS/MS		By matching	0	0	0	8.6	0	0	0	23.5	0	0	56.8	34.6	0	21	7178100	0	0	0	25193	0	0	0	740160	0	0	5819600	429510	0	163700	0	0	0	0	0	0	0	221160	0	0	2909400	198190	0	126670	0	0	0	0	0	0	0	2	0	0	7	1	0	0	10			+	19	1541;1635;2391;2454;2573;2649	True;True;True;True;True;True	1624;1719;2530;2599;2722;2802	16445;16446;17528;17529;17530;17531;17532;25436;25437;25438;25439;25440;26117;27367;27368;28078;28079;28080	7349;7800;11189;11190;11191;11539;12086;12087;12378;12379	7349;7800;11191;11539;12087;12378		

CON__P02768-1	CON__P02768-1	10	5	5		1	10	5	5	5	7	6	9	2	5	7	9	5	0	6	7	9	6	0	4	1	4	0	0	2	4	0	0	1	3	4	1	0	4	1	4	0	0	2	4	0	0	1	3	4	1	17.1	10.8	10.8	69.366	609	609	0	12.074	By matching	By MS/MS	By matching	By matching	By matching	By matching	By matching	By MS/MS	By matching		By MS/MS	By MS/MS	By matching	By matching	6.2	12.5	8.4	15.1	2.6	6.2	10.2	15.1	6.2	0	8.2	11.8	15.1	8.2	2781200	0	866950	10611	125030	0	0	129820	947790	0	0	146550	349370	197940	7143.7	0	516180	0	169050	0	0	0	283820	0	0	0	297960	280070	0	0	3	0	0	0	0	0	2	0	0	1	1	0	0	7			+	20	10;222;240;1427;1667;1963;2505;2588;2710;2723	True;True;False;False;False;True;True;False;True;False	10;240;258;1508;1751;2077;2651;2738;2864;2877	95;96;97;98;99;100;101;102;2390;2391;2392;2393;2394;2395;2396;2607;2608;2609;2610;2611;2612;2613;2614;2615;2616;2617;2618;2619;2620;2621;15192;15193;15194;15195;15196;15197;15198;15199;15200;15201;15202;15203;15204;15205;15206;15207;15208;15209;15210;15211;15212;15213;15214;15215;15216;17855;17856;17857;17858;17859;17860;17861;17862;17863;17864;17865;17866;21059;21060;21061;21062;21063;21064;26638;26639;26640;26641;26642;26643;27500;27501;27502;27503;27504;27505;27506;27507;27508;27509;27510;27511;27512;28700;28796;28797;28798;28799;28800;28801;28802;28803;28804;28805;28806;28807;28808	51;1178;1179;1276;1277;1278;1279;1280;1281;1282;1283;1284;1285;1286;6754;6755;6756;6757;6758;6759;6760;6761;6762;6763;6764;6765;6766;6767;6768;6769;6770;6771;7921;7922;9297;11737;11738;12128;12129;12130;12131;12132;12133;12134;12627;12675;12676;12677;12678;12679;12680;12681;12682	51;1179;1280;6762;7922;9297;11738;12131;12627;12681		

CON__P02769;ENSMODG00000019164|ENSMODT00000024341	CON__P02769	51;2	51;2	46;1		2	51	51	46	38	44	46	47	28	47	48	48	47	3	46	46	48	49	38	44	46	47	28	47	48	48	47	3	46	46	48	49	33	41	41	42	26	42	43	43	42	3	41	42	43	44	77.9	77.9	71.7	69.293	607	607;608	0	323.31	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	68.9	70.2	75.9	77.1	55	77.1	75.9	76.3	77.1	5.8	70.8	73.3	77.1	76.8	1893900000	16436000	167720000	39572000	35632000	10988000	40081000	263020000	553140000	47293000	53766	294990000	245340000	64991000	114620000	16147000	104580000	33393000	24736000	37764000	52286000	101770000	130360000	33322000	3419300	144040000	251260000	99162000	91935000	20	43	38	38	16	39	35	50	41	0	37	43	82	42	524			+	21	50;201;237;240;241;297;312;314;376;486;487;488;646;664;713;780;935;1070;1076;1080;1398;1427;1460;1499;1510;1548;1556;1557;1665;1667;1670;1730;1779;1780;1919;1920;1962;1987;2040;2041;2056;2150;2151;2185;2297;2432;2588;2709;2723;2730;2731	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	56;218;255;258;259;319;337;339;405;525;526;527;692;693;712;770;842;1003;1139;1145;1149;1476;1508;1541;1581;1593;1631;1639;1640;1749;1751;1754;1828;1829;1883;1884;2032;2033;2076;2102;2158;2159;2176;2281;2282;2316;2432;2573;2574;2738;2863;2877;2884;2885	517;518;519;520;521;522;523;524;525;526;527;528;529;2130;2131;2132;2133;2134;2135;2136;2137;2138;2139;2140;2141;2533;2534;2535;2536;2537;2538;2539;2540;2541;2542;2543;2544;2545;2546;2547;2548;2549;2550;2551;2552;2553;2554;2555;2556;2557;2558;2559;2560;2561;2562;2563;2564;2565;2607;2608;2609;2610;2611;2612;2613;2614;2615;2616;2617;2618;2619;2620;2621;2622;2623;2624;2625;2626;2627;2628;2629;2630;2631;2632;2633;2634;2635;3199;3200;3201;3202;3203;3204;3205;3206;3207;3208;3209;3210;3211;3212;3435;3436;3437;3438;3439;3440;3441;3442;3443;3444;3445;3446;3447;3448;3449;3450;3451;3452;3453;3456;3457;3458;3459;3460;3461;3462;3463;3464;3465;3466;3467;3468;3469;3470;4151;4152;4153;4154;4155;4156;4157;4158;4159;4160;4161;4162;4163;4164;5313;5314;5315;5316;5317;5318;5319;5320;5321;5322;5323;5324;5325;5326;5327;5328;5329;5330;5331;5332;5333;5334;5335;5336;5337;5338;5339;5340;5341;5342;5343;5344;5345;5346;5347;5348;5349;5350;5351;5352;5353;5354;5355;5356;5357;5358;5359;5360;6828;6829;6830;6831;6832;6833;6834;6835;6836;6837;6838;6839;6840;6841;6842;6843;6844;6845;6846;6847;6848;6849;6850;6851;6852;7024;7025;7026;7027;7028;7029;7030;7031;7032;7033;7034;7035;7036;7602;7603;7604;7605;7606;7607;7608;7609;7610;7611;7612;7613;7614;7615;7616;7617;7618;7619;7620;7621;7622;7623;7624;7625;7626;7627;7628;7629;7630;7631;7632;7633;7634;7635;7636;7637;7638;7639;7640;7641;7642;7643;8243;8244;8245;8246;8247;8248;8249;9963;9964;9965;9966;9967;9968;9969;9970;9971;9972;9973;9974;9975;9976;9977;9978;9979;9980;9981;9982;9983;9984;9985;9986;9987;9988;9989;9990;9991;9992;9993;9994;9995;9996;9997;9998;9999;10000;10001;10002;11323;11324;11325;11326;11327;11328;11329;11330;11331;11332;11333;11334;11335;11336;11337;11338;11339;11381;11382;11383;11384;11385;11402;11403;11404;11405;11406;11407;11408;11409;11410;11411;11412;11413;11414;11415;11416;11417;11418;11419;11420;11421;11422;11423;11424;11425;11426;11427;14812;14813;14814;14815;14816;14817;14818;14819;14820;14821;14822;14823;14824;14825;14826;14827;14828;14829;14830;14831;14832;14833;14834;14835;14836;14837;14838;14839;14840;15192;15193;15194;15195;15196;15197;15198;15199;15200;15201;15202;15203;15204;15205;15206;15207;15208;15209;15210;15211;15212;15213;15214;15215;15216;15504;15505;15506;15507;15508;15509;15510;15511;15512;15513;15514;15515;15516;15517;15944;15945;15946;15947;15948;15949;15950;15951;15952;15953;15954;15955;15956;15957;15958;15959;15960;15961;15962;15963;15964;15965;15966;16159;16160;16161;16162;16163;16164;16165;16166;16167;16168;16169;16170;16171;16172;16487;16488;16489;16490;16491;16492;16493;16494;16495;16496;16497;16498;16499;16500;16501;16502;16503;16504;16505;16506;16507;16508;16509;16510;16511;16512;16513;16514;16515;16516;16517;16518;16519;16520;16521;16522;16523;16524;16525;16642;16643;16644;16645;16646;16647;16648;16649;16650;16651;16652;16653;16654;16655;16656;16657;16658;16659;16660;16661;16662;16663;16664;16665;16666;16667;16668;16669;16670;16671;16672;16673;16674;16675;16676;16677;16678;16679;16680;16681;16682;16683;16684;16685;16686;16687;16688;16689;16690;16691;16692;16693;16694;16695;16696;16697;17837;17838;17839;17840;17841;17842;17843;17844;17845;17846;17847;17848;17849;17855;17856;17857;17858;17859;17860;17861;17862;17863;17864;17865;17866;17884;17885;17886;17887;17888;17889;17890;17891;17892;17893;17894;17895;17896;18578;18579;18580;18581;18582;18583;18584;18585;18586;18587;18588;18589;18590;18591;18592;18593;18594;18595;18596;18597;18598;18599;18600;18601;18602;18603;18604;18605;18606;18607;18608;18609;18610;18611;18612;18613;18614;18615;18616;18617;18618;18619;18620;18621;18622;18623;18624;18625;19132;19133;19134;19135;19136;19137;19138;19139;19140;19141;19142;19143;19144;19145;19146;19147;19148;19149;19150;19151;19152;19153;19154;19155;19156;20550;20551;20552;20553;20554;20555;20556;20557;20558;20559;20560;20561;20562;20563;20564;20565;20566;20567;20568;20569;20570;20571;20572;20573;20574;20575;20576;20577;20578;20579;20580;20581;20582;20583;20584;20585;20586;20587;20588;21047;21048;21049;21050;21051;21052;21053;21054;21055;21056;21057;21058;21334;21335;21336;21337;21338;21339;21340;21341;21342;21343;21344;21345;21346;21347;21348;21349;21350;21871;21872;21873;21874;21875;21876;21877;21878;21879;21880;21881;21882;21883;21884;21885;21886;21887;21888;21889;21890;21891;21892;21893;21894;21895;21896;21897;21898;21899;21900;21901;21902;21903;21904;21905;21906;21907;21908;21909;21910;21911;21912;21913;21914;21915;21916;21917;21918;21919;21920;21921;22100;22101;22102;22103;22104;22105;22106;22107;22108;22109;22110;22111;22112;22113;22114;22115;22116;22117;22118;22119;22120;22121;22122;22123;22124;22125;22126;23099;23100;23101;23102;23103;23104;23105;23106;23107;23108;23109;23110;23111;23112;23113;23114;23115;23116;23117;23118;23119;23120;23121;23122;23123;23124;23125;23126;23127;23128;23129;23130;23131;23132;23133;23134;23135;23136;23137;23138;23139;23140;23460;23461;23462;23463;23464;23465;23466;23467;23468;23469;23470;23471;23472;23473;23474;23475;23476;23477;23478;23479;23480;23481;23482;23483;23484;23485;23486;23487;24496;24497;24498;24499;24500;24501;24502;24503;24504;24505;24506;24507;24508;24509;24510;24511;24512;24513;24514;24515;24516;24517;24518;24519;24520;24521;24522;24523;24524;24525;24526;24527;24528;24529;24530;24531;24532;24533;24534;24535;24536;24537;24538;24539;24540;24541;24542;25788;25789;25790;25791;25792;25793;25794;25795;25796;25797;25798;25799;25800;25801;25802;25803;25804;25805;25806;25807;25808;25809;25810;25811;25812;25813;25814;25815;25816;25817;27500;27501;27502;27503;27504;27505;27506;27507;27508;27509;27510;27511;27512;28670;28671;28672;28673;28674;28675;28676;28677;28678;28679;28680;28681;28682;28683;28684;28685;28686;28687;28688;28689;28690;28691;28692;28693;28694;28695;28696;28697;28698;28699;28796;28797;28798;28799;28800;28801;28802;28803;28804;28805;28806;28807;28808;28862;28863;28864;28865;28866;28867;28868;28869;28870;28871;28872;28873;28874;28875;28876;28877;28878;28879;28880;28881;28882;28883	248;249;250;251;252;253;254;255;256;257;258;1046;1047;1048;1049;1050;1238;1239;1240;1241;1242;1243;1244;1245;1246;1247;1248;1249;1250;1251;1252;1253;1254;1255;1256;1257;1258;1259;1276;1277;1278;1279;1280;1281;1282;1283;1284;1285;1286;1287;1288;1531;1532;1533;1534;1535;1536;1628;1629;1630;1631;1632;1633;1634;1635;1636;1639;1640;1641;1951;1952;1953;1954;1955;1956;2458;2459;2460;2461;2462;2463;2464;2465;2466;2467;2468;2469;2470;2471;2472;3053;3054;3055;3056;3057;3058;3059;3060;3061;3062;3063;3064;3065;3142;3143;3144;3145;3146;3147;3148;3149;3150;3151;3442;3443;3444;3445;3446;3447;3448;3449;3450;3451;3452;3453;3454;3744;3745;3746;3747;3748;3749;3750;4492;4493;4494;4495;4496;4497;4498;4499;4500;4501;4502;4503;4504;4505;4506;4507;4508;4509;4510;4511;4512;4513;4514;5117;5118;5119;5120;5121;5122;5123;5124;5125;5151;5152;5162;5163;5164;5165;5166;5167;5168;5169;5170;5171;5172;5173;5174;5175;6607;6608;6609;6610;6611;6612;6613;6614;6615;6616;6754;6755;6756;6757;6758;6759;6760;6761;6762;6763;6764;6765;6766;6767;6768;6769;6770;6771;6891;6892;6893;6894;6895;6896;6897;6898;6899;6900;6901;7112;7113;7114;7115;7116;7117;7118;7119;7120;7121;7122;7123;7124;7125;7126;7127;7128;7232;7233;7234;7235;7236;7237;7238;7239;7240;7360;7361;7362;7363;7364;7365;7366;7367;7368;7369;7370;7371;7372;7373;7374;7375;7376;7377;7378;7421;7422;7423;7424;7425;7426;7427;7428;7429;7430;7431;7911;7912;7913;7914;7915;7916;7917;7918;7919;7921;7922;7928;7929;7930;7931;7932;7933;7934;7935;7936;8218;8219;8220;8221;8222;8223;8224;8225;8226;8227;8228;8229;8230;8231;8232;8233;8234;8235;8236;8237;8238;8239;8240;8241;8242;8243;8244;8245;8246;8247;8248;8249;8250;8465;8466;8467;8468;8469;8470;8471;8472;8473;8474;8475;9095;9096;9097;9098;9290;9291;9292;9293;9294;9295;9296;9419;9420;9421;9422;9637;9638;9639;9640;9641;9642;9643;9644;9645;9646;9647;9648;9649;9650;9651;9652;9653;9654;9655;9656;9657;9658;9659;9660;9661;9662;9663;9744;9745;9746;9747;9748;9749;9750;9751;9752;9753;9754;9755;9756;9757;10179;10180;10181;10182;10183;10184;10185;10186;10187;10188;10189;10190;10191;10192;10193;10194;10195;10196;10197;10198;10199;10200;10201;10332;10333;10334;10335;10336;10337;10338;10339;10340;10341;10342;10343;10344;10345;10346;10347;10348;10349;10350;10351;10352;10353;10354;10355;10356;10357;10789;10790;10791;10792;10793;10794;10795;10796;10797;10798;10799;10800;10801;10802;10803;10804;10805;10806;10807;10808;10809;10810;11350;11351;11352;11353;11354;11355;11356;11357;11358;11359;11360;11361;11362;11363;11364;11365;11366;11367;11368;11369;11370;11371;11372;12128;12129;12130;12131;12132;12133;12134;12612;12613;12614;12615;12616;12617;12618;12619;12620;12621;12622;12623;12624;12625;12626;12675;12676;12677;12678;12679;12680;12681;12682;12695;12696;12697;12698;12699;12700;12701;12702;12703;12704;12705;12706;12707;12708;12709;12710;12711;12712;12713	256;1048;1251;1280;1287;1533;1630;1639;1955;2460;2468;2472;3063;3150;3445;3746;4501;5119;5151;5172;6609;6762;6899;7127;7240;7369;7424;7431;7912;7922;7930;8230;8466;8471;9095;9098;9293;9421;9638;9655;9754;10182;10198;10333;10801;11363;12131;12624;12681;12705;12713	5;6;7	111;469;571

CON__P02777	CON__P02777	5	5	5		1	5	5	5	1	2	2	3	1	3	4	5	2	0	4	4	3	4	1	2	2	3	1	3	4	5	2	0	4	4	3	4	1	2	2	3	1	3	4	5	2	0	4	4	3	4	19.6	19.6	19.6	24.241	230	230	0	19.657	By matching	By MS/MS	By matching	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	By matching		By MS/MS	By MS/MS	By MS/MS	By MS/MS	10.4	5.2	15.2	15.7	10.4	15.7	19.1	19.6	15.2	0	19.1	19.1	18.7	19.1	147320000	146120	337690	187720	134380	104660	151580	8874900	110360000	158750	0	10211000	8638000	254120	7763800	0	137780	39790	30726	0	61949	4340000	25515000	34798	0	4307000	6870900	102790	9188000	0	1	0	0	0	1	4	5	0	0	3	4	1	4	23			+	22	1061;1122;1123;1338;2423	True;True;True;True;True	1130;1192;1193;1416;2564	11186;11187;11188;11189;11190;11191;11192;11193;11194;11195;11196;11197;11198;11199;11200;11201;11202;11203;11204;11205;11206;11207;11208;11209;11210;11828;11829;11830;11831;11832;11833;11834;11835;11836;11837;11838;11839;11840;14119;14120;14121;14122;14123;14124;14125;14126;14127;14128;14129;25717;25718;25719;25720;25721;25722;25723	5043;5044;5045;5046;5047;5048;5049;5359;5360;5361;5362;5363;5364;5365;6354;6355;6356;6357;6358;6359;11315;11316;11317	5046;5360;5365;6354;11316		

CON__P04264;CON__H-INV:HIT000016045	CON__P04264	32;1	32;1	23;0		2	32	32	23	19	21	24	28	10	25	26	25	22	1	26	23	27	24	19	21	24	28	10	25	26	25	22	1	26	23	27	24	10	14	15	20	5	17	19	17	14	1	20	17	18	17	56.7	56.7	42.9	66.017	644	644;99	0	286.01	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	31.4	42.5	43.2	54.2	18.6	43.3	46.1	43.6	34.9	1.7	50.8	41.8	48	48.4	251480000	1526400	8656100	5388500	20713000	1105800	6006000	66652000	24504000	1234800	19464	87560000	16148000	7277600	4689300	1258700	4638700	3830000	14634000	2773600	7274400	26749000	7101700	823750	0	47423000	20821000	11127000	4952700	3	13	15	25	3	18	17	15	4	0	19	19	37	8	196			+	23	46;437;455;720;752;882;973;984;1141;1306;1396;1445;1588;1744;1805;1806;1823;1937;2118;2141;2165;2167;2175;2192;2199;2200;2340;2367;2383;2384;2659;2678	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	51;470;471;490;777;813;949;1041;1052;1212;1383;1474;1526;1671;1846;1847;1909;1910;1928;1929;1930;2051;2243;2271;2296;2298;2306;2323;2330;2331;2478;2505;2522;2523;2812;2832	471;472;473;474;475;476;477;478;479;480;481;482;4829;4830;4831;4832;4833;4834;4835;4836;4837;4838;4839;4840;4841;4842;4843;4844;4845;4956;4957;4958;4959;4960;4961;4962;4963;7689;7690;7691;7692;7693;7694;7695;7696;7697;7698;7699;7700;7701;7702;7703;7704;7963;7964;7965;7966;7967;7968;7969;7970;7971;7972;7973;7974;7975;9370;9371;9372;9373;9374;9375;9376;9377;9378;10301;10302;10303;10304;10305;10306;10307;10308;10309;10310;10311;10399;10400;10401;10402;12016;12017;12018;12019;12020;12021;12022;12023;12024;13771;13772;13773;13774;13775;13776;14779;15383;15384;15385;15386;15387;15388;15389;15390;15391;15392;15393;15394;15395;15396;17043;17044;17045;17046;17047;17048;17049;17050;17051;17052;17053;17054;18735;18736;18737;18738;18739;18740;18741;18742;18743;18744;18745;18746;18747;18748;18749;19369;19370;19371;19372;19373;19374;19375;19376;19377;19378;19379;19380;19381;19382;19383;19384;19385;19386;19387;19388;19389;19390;19391;19392;19393;19394;19395;19396;19397;19398;19399;19400;19401;19402;19403;19404;19405;19406;19407;19408;19409;19410;19411;19412;19413;19538;19539;19540;19541;19542;19543;19544;19545;19546;19547;19548;19549;19550;19551;19552;19553;19554;19555;19556;19557;19558;19559;19560;19561;19562;19563;19564;19565;19566;19567;19568;19569;19570;20752;20753;20754;20755;20756;20757;20758;20759;20760;20761;20762;20763;20764;20765;20766;20767;20768;20769;20770;20771;20772;20773;20774;20775;22711;22712;22713;22714;22715;22716;22717;22718;22995;22996;22997;22998;22999;23000;23001;23002;23252;23253;23254;23255;23256;23257;23258;23269;23270;23271;23272;23273;23274;23275;23276;23277;23278;23279;23280;23281;23346;23347;23348;23349;23350;23351;23352;23353;23354;23355;23356;23357;23554;23555;23556;23557;23558;23559;23560;23561;23562;23563;23564;23565;23566;23567;23614;23615;23616;23617;23618;23619;23620;23621;24927;24928;24929;24930;24931;24932;24933;24934;24935;24936;24937;24938;24939;24940;24941;24942;24943;25176;25177;25178;25179;25180;25181;25182;25183;25184;25185;25186;25187;25318;25319;25320;25321;25322;25323;25324;25325;25326;25327;25328;25329;25330;25331;25332;25333;25334;25335;25336;25337;25338;25339;25340;25341;25342;25343;25344;25345;25346;25347;25348;25349;25350;25351;25352;25353;25354;25355;28178;28179;28180;28181;28182;28183;28184;28185;28186;28187;28188;28383;28384;28385;28386;28387;28388;28389;28390;28391;28392;28393;28394;28395;28396;28397;28398	228;229;230;231;232;233;2226;2227;2228;2229;2277;2278;2279;3478;3479;3480;3481;3482;3483;3484;3485;3486;3487;3488;3489;3612;3613;3614;3615;3616;3617;3618;3619;3620;3621;4248;4249;4250;4644;4645;4646;4647;4648;4649;4650;4651;4688;5446;5447;6221;6590;6838;6839;6840;6841;7602;7603;7604;7605;7606;7607;7608;7609;8290;8291;8292;8293;8579;8580;8581;8582;8583;8584;8585;8586;8587;8588;8589;8590;8591;8592;8593;8594;8595;8596;8597;8598;8599;8600;8601;8663;8664;8665;8666;8667;8668;8669;8670;8671;8672;9171;9172;9173;9174;9175;9176;9177;9178;9179;9180;9181;9988;9989;10125;10126;10127;10128;10244;10248;10249;10250;10251;10252;10253;10254;10255;10256;10257;10258;10287;10288;10289;10290;10291;10292;10293;10294;10398;10399;10400;10401;10402;10403;10404;10405;10406;10432;10433;10951;10952;10953;10954;10955;10956;10957;10958;10959;10960;10961;10962;11060;11061;11062;11063;11128;11129;11130;11131;11132;11133;11134;11135;11136;11137;11138;11139;11140;11141;11142;11143;12421;12422;12423;12424;12425;12426;12427;12500;12501;12502;12503;12504;12505;12506;12507;12508;12509	232;2229;2279;3487;3620;4250;4650;4688;5446;6221;6590;6838;7609;8293;8586;8595;8669;9178;9989;10128;10244;10257;10289;10405;10432;10433;10952;11063;11129;11140;12422;12501	8;9;10;11	259;262;296;493

CON__P07477	CON__P07477	1	1	1		1	1	1	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	4	4	4	26.558	247	247	0	4.542							By MS/MS	By MS/MS			By MS/MS	By MS/MS			0	0	0	0	0	0	4	4	0	0	4	4	0	0	10670000	0	0	0	0	0	0	1907000	2588000	0	0	5277600	897500	0	0	0	0	0	0	0	0	0	0	0	0	0	696450	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	4			+	24	2371	True	2509;2510	25211;25212;25213;25214;25215;25216;25217	11068;11069;11070;11071	11068	12	109

CON__P08779	CON__P08779	10	2	2		1	10	2	2	1	1	1	7	0	3	6	6	4	0	7	7	2	3	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	22.8	7	7	51.267	473	473	0	5.3486	By matching	By matching	By matching	By MS/MS		By matching	By matching	By matching	By matching		By matching	By matching	By matching	By matching	1.9	1.9	1.9	18.6	0	7.8	11.2	13.1	9.3	0	15.4	16.1	3.8	5.3	230000	0	0	0	113960	0	13278	0	0	0	0	0	102760	0	0	0	0	0	86115	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2			+	25	164;191;970;1168;1248;1452;1454;2407;2556;2621	True;False;False;True;False;False;False;False;False;False	177;208;1038;1240;1324;1533;1535;2546;2705;2771;2772	1748;1749;2050;2051;2052;2053;10272;10273;10274;10275;10276;10277;12306;12307;13189;13190;13191;13192;15450;15451;15452;15453;15454;15462;25559;25560;25561;27206;27207;27208;27209;27210;27211;27212;27213;27214;27215;27821;27822;27823;27824;27825;27826;27827;27828;27829;27830;27831;27832;27833;27834;27835;27836;27837;27838;27839;27840;27841;27842;27843	879;1021;4637;4638;4639;5554;5977;6867;6868;6869;6873;11248;12020;12021;12270;12271;12272;12273;12274;12275;12276;12277;12278;12279;12280	879;1021;4639;5554;5977;6867;6873;11248;12020;12279	3	121

CON__P12763	CON__P12763	4	4	4		1	4	4	4	2	3	3	3	0	2	3	3	3	0	3	4	3	4	2	3	3	3	0	2	3	3	3	0	3	4	3	4	2	3	3	3	0	2	3	3	3	0	3	4	3	4	15.9	15.9	15.9	38.418	359	359	0	16.564	By matching	By MS/MS	By matching	By matching		By MS/MS	By MS/MS	By MS/MS	By MS/MS		By MS/MS	By MS/MS	By MS/MS	By MS/MS	7	12.8	10	10	0	7	10	10	10	0	10	15.9	10	15.9	14029000	78542	1989400	125150	95908	0	88523	2349300	3865400	143120	0	2183800	1951300	204570	953860	109150	429860	111290	100840	0	119880	1376700	1375400	109340	0	478290	1763500	297930	1138200	0	3	0	0	0	1	2	3	1	0	1	2	2	3	18			+	26	1092;1094;1909;2393	True;True;True;True	1162;1164;2021;2532	11515;11516;11517;11525;11526;11527;11528;11529;11530;11531;11532;11533;11534;11535;11536;11537;20446;20447;20448;20449;20450;20451;20452;20453;20454;20455;25452;25453;25454;25455;25456;25457;25458;25459;25460;25461;25462;25463;25464	5225;5226;5228;5229;5230;5231;9052;9053;11196;11197;11198;11199;11200;11201;11202;11203;11204;11205	5225;5229;9052;11203		

